recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
1932,tandoori naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",386,1,savory,all,1,,0,4,11,diabetic
1933,beef sajji,Pakistani,main course,"1kg beef, 2 potato, 1 tbsp black pepper, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,916,0,spicy,all,0,,0,5,9,
1934,bun kebab,Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with bun kebab specific chutneys.",402,0,savory,all,0,,0,4,13,
1935,lacha paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",153,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1936,lacha paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",301,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1937,missi roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",350,1,savory,all,1,,0,4,11,diabetic
1938,french fries (masala),Pakistani,snack,"flour/besan, coriander leaves, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",398,1,spicy,all,1,,0,4,13,diabetic
1939,aloo paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",345,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1940,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",234,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1941,jalebi,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,307,1,sweet,all,0,1.0,1,5,11,"bp,heart"
1942,garlic naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",346,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1943,dahi bhallay,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with dahi bhallay specific chutneys.",231,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1944,jalebi,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,536,1,sweet,all,0,,0,5,11,
1945,egg fried rice,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",653,1,savory,all,0,,0,4,13,
1946,beef handi,Pakistani,main course,"1kg beef, 2 coriander leaves, 1 tbsp red chili, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,528,0,spicy,all,0,,0,5,9,
1947,phirni,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,383,1,sweet,all,0,,0,5,11,
1948,french fries (masala),Pakistani,snack,"flour/besan, potato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",257,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
1949,samosa,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with samosa specific chutneys.",445,1,savory,all,0,,0,4,13,
1950,samosa,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with samosa specific chutneys.",447,1,spicy,all,0,,0,4,13,
1951,pakora,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",397,1,spicy,all,1,,0,4,13,diabetic
1952,lemonade,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,96,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1953,kashmiri chai,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,100,1,sweet,winter,0,1.0,1,4,7,"bp,heart"
1954,garlic naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",293,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
1955,french fries (masala),Pakistani,snack,"flour/besan, garlic, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",311,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1956,dahi bhallay,Pakistani,snack,"flour/besan, spinach, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with dahi bhallay specific chutneys.",434,1,savory,all,0,,0,4,13,
1957,chicken biryani,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",749,0,spicy,all,0,,0,4,13,
1958,plain boiled rice,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",387,1,savory,all,0,,0,4,13,
1959,chaat,Pakistani,snack,"flour/besan, coriander leaves, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with chaat specific chutneys.",305,1,spicy,all,1,1.0,1,4,13,"diabetic,bp,heart"
1960,roll paratha,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",354,0,savory,all,1,,0,4,13,diabetic
1961,falooda,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,126,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
1962,rooh afza,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,279,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
1963,chana pulao,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",465,1,spicy,all,0,,0,4,13,
1964,mutton handi,Pakistani,main course,"1kg mutton, 2 potato, 1 tbsp cumin, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,811,0,spicy,all,0,,0,5,9,
